Time,Population
0.0,10.0
0.1001001001001001,10.245169535622507
0.2002002002002002,10.496286152897044
0.3003003003003003,10.753490949154498
0.4004004004004004,11.016928212590331
0.5005005005005005,11.286745486610744
0.6006006006006006,11.563093635077607
0.7007007007007008,11.846126908442626
0.8008008008008008,12.136003010759616
0.9009009009009009,12.432883167562029
1.001001001001001,12.736932194591127
1.1011011011011012,13.048318567358224
1.2012012012012012,13.367214491522528
1.3013013013013013,13.69379597406384
1.4014014014014016,14.028242895227333
1.5015015015015016,14.370739081215131
1.6016016016016017,14.721472377597038
1.7017017017017018,15.08063472341013
1.8018018018018018,15.44842222591423
1.9019019019019021,15.825035235967409
2.002002002002002,16.210678423982657
2.1021021021021022,16.605560856423764
2.2022022022022023,17.009896072795083
2.3023023023023024,17.42390216307646
2.4024024024024024,17.847801845551
2.5025025025025025,18.281822544969565
2.6026026026026026,18.72619647099189
2.702702702702703,19.18116069684021
2.802802802802803,19.646957238096874
2.902902902902903,20.123833131573047
3.0030030030030033,20.612040514170832
3.1031031031031033,21.11183670165636
3.2032032032032034,21.623484267256252
3.3033033033033035,22.14725111998471
3.4034034034034035,22.683410582602914
3.5035035035035036,23.232241469106764
3.6036036036036037,23.794028161633108
3.7037037037037037,24.369060686668487
3.8038038038038042,24.95763479043808
3.9039039039039043,25.56005201334604
4.004004004004004,26.176619763331395
4.104104104104104,26.807651387997076
4.2042042042042045,27.45346624536201
4.3043043043043046,28.114389773078855
4.404404404404405,28.790753555952456
4.504504504504505,29.48289539158579
4.604604604604605,30.191159353972328
4.704704704704705,30.91589585484515
4.804804804804805,31.65746170258464
4.904904904904905,32.416220158477614
5.005005005005005,33.1925409901119
5.105105105105105,33.98680052168076
5.205205205205205,34.7993816809625
5.305305305305305,35.63067404273049
5.405405405405406,36.48107386833942
5.505505505505506,37.35098414122306
5.605605605605606,38.24081459802907
5.705705705705706,39.15098175510581
5.805805805805806,40.08190893004551
5.9059059059059065,41.034026257977814
6.0060060060060065,42.00777070229689
6.106106106106107,43.00358605949442
6.206206206206207,44.021922957760076
6.306306306306307,45.06323884900037
6.406406406406407,46.12799799391538
6.506506506506507,47.216671439762806
6.606606606606607,48.32973699042749
6.706706706706707,49.467679168403976
6.806806806806807,50.63098916828943
6.906906906906907,51.82016480137379
7.007007007007007,53.03571043090374
7.107107107107107,54.278136897587814
7.207207207207207,55.54796143489978
7.307307307307307,56.84570757372916
7.407407407407407,58.17190503591844
7.507507507507508,59.52708961621895
7.6076076076076085,60.91180305218929
7.7077077077077085,62.32659288155414
7.807807807807809,63.77201228653417
7.907907907907909,65.24861992465311
8.008008008008009,66.75697974552335
8.108108108108109,68.29766079310785
8.208208208208209,69.8712369929538
8.308308308308309,71.47828692389214
8.408408408408409,73.1193935736971
8.508508508508509,74.79514407820076
8.608608608608609,76.5061294433612
8.70870870870871,78.2529442497863
8.80880880880881,80.03618633922144
8.90890890890891,81.85645648251761
9.00900900900901,83.71435802860474
9.10910910910911,85.61049653400859
9.20920920920921,87.54547937246105
9.30930930930931,89.51991532417176
9.40940940940941,91.53441414434556
9.50950950950951,93.58958611055209
